emitter_id,freq_MHz,pri_us,pw_us,doa_deg,amp_dB,toa_us
1,8624.021043080626,4887.995089067299,330.08182522884744,214.89144694533854,-35.9696902488946,58520.45726128552
8,10008.338738544842,4159.442548451347,725.7824305575238,147.33371669773229,-54.55247641524724,62116.382899460696
1,8623.721418642112,5754.210836063001,309.0413805628178,216.35786742508165,-36.96649362149964,63408.45235035282
8,10008.69811092775,4159.442548451347,632.7664840724422,146.35299910313122,-57.2940870798697,66275.82544791204
1,8623.580265848743,2003.1150633640573,297.43175808782456,217.33198862832626,-36.0134253015799,69162.66318641583
8,10008.988581179217,4159.442548451347,695.582117813981,146.77583661097734,-57.80622397454978,70435.26799636339
1,8624.064882376642,4887.995089067299,333.91526710989433,217.06368874117422,-36.45007054866611,71165.77824977989
8,10009.88608472788,4159.442548451347,604.8973761725188,147.52696941687813,-54.515625070294504,74594.71054481473
1,8624.560465667562,5754.210836063001,319.93420819856874,216.15565654012812,-37.46086048491935,76053.77333884718
8,10008.653079709833,4159.442548451347,685.4915679426183,149.65371147943154,-53.732393304618384,78754.15309326608
1,8624.594829747082,2003.1150633640573,342.20299234636656,214.8272489406111,-36.053239768028355,81807.98417491018
8,10007.36928720044,4159.442548451347,633.2404469531157,146.86733166083349,-55.44382963809816,82913.59564171743
1,8624.512821787908,4887.995089067299,289.66633271379794,215.46764138664312,-35.906984523599306,83811.09923827424
8,10009.042628801777,4159.442548451347,633.1116698662105,146.39520571443975,-54.76049118186576,87073.03819016878
1,8624.144527565055,5754.210836063001,312.72834366696435,215.0206872032829,-36.971999002779995,88699.09432734153
8,10009.629146881593,4159.442548451347,653.6813854804367,148.4460670969855,-57.85644946430626,91232.48073862013
1,8624.45866822802,2003.1150633640573,321.6827626256287,218.19568507056374,-36.11050316952322,94453.30516340453
1,8623.464023459517,4887.995089067299,327.4495704187568,214.98280776453961,-36.50085572628808,96456.42022676859
1,8624.28212617581,5754.210836063001,324.837791361436,217.10638553888788,-36.33026933366211,101344.41531583588
4,9742.559891789131,4920.157266247274,190.79366314578363,203.49274090252666,-78.2181695349153,120164.64780564218
4,9743.239992838786,4920.157266247274,192.08489240397228,205.8865079348257,-78.112600238124,125084.80507188945
4,9742.95389921188,4920.157266247274,194.30546114437152,206.96042911594046,-77.53003009440964,130004.96233813673
4,9743.46383213092,4920.157266247274,207.11420021452642,204.1174639092695,-76.68796107253253,134925.119604384
4,9743.207851107978,4920.157266247274,203.51169185667763,202.7389934213818,-77.40991067341623,139845.27687063126
4,9742.92512329793,4920.157266247274,202.26125428143368,204.91041319650094,-77.16730347064349,144765.43413687852
4,9742.987252770028,4920.157266247274,186.20212979709618,202.89031711938793,-78.31357166381405,149685.59140312579
4,9742.635885323274,4920.157266247274,193.37604857790333,202.22967037517557,-76.49730017521588,154605.74866937305
4,9743.476650022585,4920.157266247274,186.0977720588074,202.64844404003463,-76.33227323510336,159525.9059356203
4,9741.833382488592,4920.157266247274,197.22833766662947,202.73043438426464,-76.28772194709852,164446.06320186757
4,9742.65222886973,4920.157266247274,201.9396201932549,201.55663472338458,-76.2246272768026,169366.22046811483
7,8611.50915876747,5369.256141192726,199.10129061005898,68.95929321510904,-72.04043898355339,173373.59529475484
4,9743.535603227749,4920.157266247274,215.98029120597133,203.158150562098,-77.23139414826677,174286.3777343621
7,8611.852465825381,2206.5419114980514,196.88847087716778,65.41796709980889,-69.34923139042061,178742.85143594755
4,9741.927868398649,4920.157266247274,202.36912684557277,203.95388828336704,-76.54315209130006,179206.53500060935
7,8611.683840038399,5369.256141192726,187.34258689528505,67.80471066541922,-72.7807154650125,180949.3933474456
4,9742.136012805193,4920.157266247274,205.0585794294388,202.91078065630194,-76.82359962599341,184126.6922668566
7,8611.569534372005,2206.5419114980514,209.1484689762216,66.95065602156274,-71.82742337463377,186318.64948863833
7,8611.441955819733,5369.256141192726,198.78314947370401,68.04605856885331,-73.65080347598995,188525.1914001364
4,9741.564515371807,4920.157266247274,203.7587153617475,201.3168026320941,-77.6907256767691,189046.84953310387
7,8610.367156579923,2206.5419114980514,184.3061393485156,69.16113681531303,-69.98193920933728,193894.4475413291
4,9742.542444099983,4920.157266247274,191.68592469944917,203.36210518720767,-76.63017007085448,193967.00679935113
7,8610.930247701872,5369.256141192726,197.4655126354025,69.5540069306884,-72.57034581515393,196100.98945282717
4,9742.825412718646,4920.157266247274,198.5317938712024,202.4310829513575,-80.97828914188088,198887.1640655984
7,8611.516323440193,2206.5419114980514,189.42560356501153,67.61564460048905,-71.32212873531789,201470.24559401989
7,8611.364294694651,5369.256141192726,198.0145010069699,67.83222961022679,-72.15513899651789,203676.78750551795
4,9743.763197305621,4920.157266247274,208.60449375043567,203.43080690963683,-77.3648790737956,203807.32133184565
4,9743.529241336399,4920.157266247274,200.71377697576906,204.66238007214463,-77.11812938219168,208727.47859809292
7,8611.685202626244,2206.5419114980514,197.0125729560596,67.9269759492682,-71.32796463800125,209046.04364671066
7,8611.665911823107,5369.256141192726,187.23115339643755,67.81752839638496,-73.25705572597091,211252.58555820872
4,9742.72171117231,4920.157266247274,198.05781245930865,202.33393418123376,-77.99768114161232,213647.63586434018
7,8611.740613682938,2206.5419114980514,188.8431883576754,68.8734211531997,-71.14103115089348,216621.84169940144
7,8611.23737004224,5369.256141192726,208.43427571512913,67.41431915071772,-71.16019603749609,218828.3836108995
7,8612.191958346386,2206.5419114980514,169.19576180626404,65.30321877761543,-70.9689912687438,224197.63975209222
7,8610.26676023607,5369.256141192726,198.0419779447816,64.87506740153708,-70.5334494195697,226404.18166359028
7,8610.996124915084,2206.5419114980514,203.09564851636017,66.28224976342601,-71.45332636464599,231773.437804783
7,8611.963754345252,5369.256141192726,191.34470286239306,67.64370958290316,-70.38290054306567,233979.97971628106
7,8611.796943261897,2206.5419114980514,200.7535867668505,66.8120039381664,-72.39125257118405,239349.23585747377
7,8612.357028272296,5369.256141192726,190.97120077102682,66.7578539290803,-71.7054023499482,241555.77776897184
7,8611.77446110235,2206.5419114980514,169.97645587105353,69.42132693956322,-72.89956944628514,246925.03391016455
10,10913.021322369099,5820.945250893916,597.2662518751374,223.31193739053492,-71.33691044849341,344383.73204423324
10,9982.537332426102,5820.945250893916,531.3445623642932,223.08037043665925,-72.49263817484686,350204.6772951272
10,10753.669388545386,5820.945250893916,613.7227809856535,225.21641684351025,-71.64773099612826,356025.6225460211
10,9739.840459340441,5820.945250893916,620.1820777775406,223.94597401726023,-71.63345132204472,361846.5677969151
10,8985.579180502758,5820.945250893916,538.229675581242,225.2182030604352,-72.13254530159219,367667.513047809
10,10912.648388626432,5820.945250893916,595.7192283233569,225.52878776333182,-72.34680872954718,373488.45829870296
10,9982.408523531078,5820.945250893916,569.1452040916353,222.99455840343222,-71.76535961232084,379309.4035495969
10,10754.248549125563,5820.945250893916,552.3331182994262,224.13869107254988,-72.1314082350185,385130.34880049084
10,9738.344512116828,5820.945250893916,594.7266076215441,223.74913348423982,-71.22284704655164,390951.2940513848
10,8985.749649059126,5820.945250893916,607.988845124032,223.05025475437114,-71.68088949497961,396772.23930227873
10,10912.778533420977,5820.945250893916,603.4913600404587,225.62288927638812,-72.94982474596831,402593.1845531727
10,9980.72295903525,5820.945250893916,567.8513807795526,225.31954583594433,-71.95253099236805,408414.1298040666
10,10752.730286210946,5820.945250893916,533.7058804522965,223.52708769842565,-71.47273501385783,414235.07505496056
2,10497.791585477968,3182.534743350856,161.0923098137035,164.02482019056967,-75.58688506273481,416509.9478703662
2,10497.646670342883,3182.534743350856,161.79627808320456,163.00305540061467,-75.74435979385454,419692.4826137171
10,9738.906960956654,5820.945250893916,573.9551438466812,223.39360243271318,-73.31730491366638,420056.0203058545
2,10496.791470673772,3182.534743350856,164.95320394975764,166.29756098833445,-74.87862346600262,422875.01735706796
10,8985.004435040604,5820.945250893916,526.3679197377426,223.3291402461195,-71.58376971938104,425876.96555674844
2,10497.007515457612,3182.534743350856,156.478944453676,163.86932269509637,-75.29511535688488,426057.55210041883
2,10498.048062800555,3182.534743350856,146.77031925887997,164.3369620338359,-74.75266345407164,429240.0868437697
10,10912.342232392906,5820.945250893916,577.8778475231909,226.70944108120287,-72.93028986938485,431697.9108076424
2,10496.888890300439,3182.534743350856,170.61523560578394,163.59411825332944,-74.26787135976733,432422.6215871206
2,10497.588643702695,3182.534743350856,163.38464319203553,164.27235803849518,-74.96666714013068,435605.15633047145
10,9982.775819103688,5820.945250893916,616.7101479545704,222.82975798813933,-72.19242999176461,437518.85605853633
2,10497.949089389447,3182.534743350856,175.66079900419308,161.85368623220896,-73.24495844731432,438787.6910738223
2,10498.032081723532,3182.534743350856,181.60436441885477,164.13812089059147,-75.41448121895073,441970.2258171732
10,10753.310123512663,5820.945250893916,567.6277359857204,224.95509514260357,-72.88926345226147,443339.8013094303
2,10497.106657854994,3182.534743350856,169.8772993454621,164.70860520423705,-74.74716788282524,445152.76056052407
2,10497.221463523021,3182.534743350856,173.8949308347385,163.90964302894204,-74.34706039374562,448335.29530387494
10,9739.225296967172,5820.945250893916,568.256027468782,224.0263190574201,-73.4399631628503,449160.7465603242
2,10497.456677938146,3182.534743350856,179.76126347289062,163.9359890102963,-73.86778375689836,451517.8300472258
2,10496.94045665985,3182.534743350856,169.79776227859213,163.81628527366865,-73.62875815199159,454700.3647905767
10,8986.132398425681,5820.945250893916,605.8952247423015,224.7433369153319,-72.64294560686045,454981.69181121816
2,10496.181343102638,3182.534743350856,167.42008840519148,164.83442451285057,-73.79883064986615,457882.89953392756
2,10497.754785567964,3182.534743350856,157.04776780886917,166.2247644911684,-74.32891306842204,461065.43427727843
2,10497.154961795406,3182.534743350856,158.7849517178538,164.36547927361423,-74.34751741651338,464247.9690206293
2,10497.666990717846,3182.534743350856,164.42714689337794,164.2054999809273,-74.54466403474626,467430.5037639802
2,10496.88377695874,3182.534743350856,171.8194749735392,164.46115717347504,-74.61952336145872,470613.03850733105
2,10497.302831307397,3182.534743350856,171.45768892470423,165.00549368489743,-73.62259954302377,473795.5732506819
2,10498.000508156898,3182.534743350856,148.75199171278922,163.367063576722,-75.81922741755496,476978.1079940328
3,9941.898765667742,3793.696571944989,49.78707930666905,64.20032046282078,-29.31871303324567,493893.7151834346
3,9941.511750322014,3793.696571944989,52.03121605704577,65.60643612186182,-30.13015221900175,497687.4117553796
3,9941.705866526221,3793.696571944989,52.34080911743713,63.321647516374604,-29.863772781835323,501481.10832732456
3,9942.891095274583,3793.696571944989,50.606680380476774,64.63343611184088,-31.620650633526402,505274.80489926954
3,9942.65218432064,3793.696571944989,53.13208108070278,63.32839496917077,-31.847938852986584,509068.5014712145
3,9942.653401485542,3793.696571944989,54.73680894217785,61.54983990167881,-30.520261329865985,512862.1980431595
3,9942.708301995743,3793.696571944989,51.7995892088953,63.20548616956296,-29.935536063510252,516655.8946151045
3,9943.228282722643,3793.696571944989,56.365259424477195,62.383571918665474,-30.87402420102172,520449.59118704946
3,9941.58047962782,3793.696571944989,50.682350613628714,61.99168746589817,-31.89882149040245,524243.28775899444
3,9943.14981575898,3793.696571944989,48.04101093874553,62.477850444964524,-31.304188628394567,528036.9843309395
3,9942.230362151859,3793.696571944989,53.21545357030814,63.75173043301694,-31.0053061188223,531830.6809028845
3,9942.688872883657,3793.696571944989,46.37400345662483,61.78165701975368,-30.787620089036565,535624.3774748294
3,9942.552687581181,3793.696571944989,49.097960774212574,62.77714606606972,-30.404861697922854,539418.0740467744
3,9943.45518838946,3793.696571944989,46.98898372560186,62.132959226114174,-29.075746425241277,543211.7706187194
3,9942.525468028942,3793.696571944989,51.347549505163535,63.687510548964,-32.15743945791152,547005.4671906644
3,9942.199542111264,3793.696571944989,53.42837397178843,64.54348959698098,-30.428362834951198,550799.1637626094
3,9941.80940628834,3793.696571944989,50.01134202859236,62.567581598036995,-29.854813107794904,554592.8603345543
3,9941.45971457012,3793.696571944989,47.632789896136245,62.47554207818323,-29.43712149283654,558386.5569064993
3,9942.116306511049,3793.696571944989,55.50497029447243,61.784262284020244,-30.620255933563065,562180.2534784443
3,9942.743962912456,3793.696571944989,51.43424679434442,65.46773221185174,-30.05027804747818,565973.9500503893
9,9016.043402664274,2784.452398773811,208.81928049751676,215.07959777721157,-54.10120660578196,569443.5177635003
9,9015.58504048353,2784.452398773811,207.46937728080505,212.52436651744165,-55.62513892988546,572227.9701622742
9,9015.196268269754,2784.452398773811,209.72873823055687,214.9064709391842,-54.25782349443345,575012.4225610481
9,9016.033383086293,2784.452398773811,221.50976308809044,214.444894101286,-53.9766256106364,577796.8749598219
9,9015.300537530262,2784.452398773811,217.75422750414958,213.88830169383164,-54.821432082091725,580581.3273585958
5,9483.248643950688,5567.5876351071065,292.35131764046184,182.7603447942893,-71.09972663485605,581305.4172267823
9,9016.062099645747,2784.452398773811,202.40490767117484,213.59032215047412,-53.47295457329849,583365.7797573697
9,9015.790454494636,2784.452398773811,203.53029238387757,214.38404784091432,-55.70058585298998,586150.2321561435
5,11251.195987615514,5567.5876351071065,297.8231899138406,184.11507812814128,-72.71795440093454,586873.0048618894
9,9015.721077938942,2784.452398773811,207.12841307724136,214.15334000504092,-56.0673126032046,588934.6845549174
9,9015.598105914647,2784.452398773811,224.97286250488028,213.4233301169879,-53.10383802123104,591719.1369536913
5,9482.954019818297,5567.5876351071065,321.6134897038044,185.29010721306184,-72.58088590926698,592440.5924969965
9,9014.954171175015,2784.452398773811,213.7349181393393,213.17313794575153,-54.94700076458616,594503.5893524651
9,9015.865656088949,2784.452398773811,210.4167057814558,215.16781117168,-54.18503363829817,597288.041751239
5,11250.776200573251,5567.5876351071065,280.5370386240127,184.45421949263027,-72.2120824609699,598008.1801321036
9,9015.617652753057,2784.452398773811,221.29595678183446,213.4579933116732,-54.727956914357286,600072.4941500128
9,9014.265148458386,2784.452398773811,206.61950064048222,213.65626583305576,-54.41040231174786,602856.9465487867
5,9483.060340420743,5567.5876351071065,303.4473737138962,185.271048116989,-72.61540833746015,603575.7677672107
9,9015.231151492304,2784.452398773811,202.93687621457295,215.129008887956,-55.64115186947375,605641.3989475606
9,9014.887883937823,2784.452398773811,214.71180457791016,216.9783946278776,-54.940291571599566,608425.8513463344
5,11251.401382372534,5567.5876351071065,336.8031014893732,184.36547852765307,-70.8097919089118,609143.3554023178
9,9016.12578912466,2784.452398773811,203.98340049131818,213.79892785134498,-53.26967823637265,611210.3037451083
9,9015.495057222943,2784.452398773811,211.18681753177614,213.99262678878105,-53.51701387426805,613994.7561438822
5,9483.476632162687,5567.5876351071065,320.54412268893253,184.68648879363192,-71.69344978891763,614710.9430374249
9,9015.770410538811,2784.452398773811,209.72400331169197,214.75863456475506,-54.59166985947562,616779.208542656
9,9015.495094461876,2784.452398773811,212.72397966016385,214.16782406032485,-55.84372097272502,619563.6609414299
5,11251.590272235468,5567.5876351071065,280.42757966960966,184.63969677100732,-74.02481687091667,620278.530672532
9,9014.694485669861,2784.452398773811,210.4214047307101,214.50119076276235,-55.005222060863126,622348.1133402038
5,9481.663522605066,5567.5876351071065,318.00686646940966,182.88471421219722,-72.30728245659343,625846.1183076391
5,11251.683530940018,5567.5876351071065,311.0328554315419,185.5393837457909,-71.1931002899691,631413.7059427463
5,9482.502438545593,5567.5876351071065,312.98171744358854,184.7238096134695,-72.95198010438594,636981.2935778534
5,11250.649596095727,5567.5876351071065,306.8617806198222,185.1383429278204,-72.75617242223035,642548.8812129605
5,9482.70794978505,5567.5876351071065,306.56176974697865,182.3451561279457,-73.5710527340634,648116.4688480676
5,11251.17052655086,5567.5876351071065,300.7518113216341,185.05681003826112,-72.3674106250671,653684.0564831747
5,9482.724817508113,5567.5876351071065,325.319257049346,184.484397021045,-74.26888238793622,659251.6441182818
5,11251.466014934998,5567.5876351071065,281.7015567001335,185.8578675433719,-71.12838791848054,664819.2317533889
5,9482.416656049849,5567.5876351071065,289.8767403209818,185.03975441534453,-70.62235999426849,670386.819388496
5,11251.973900457377,5567.5876351071065,304.13091781798784,184.96739363216875,-71.51651372897028,675954.4070236031
5,9482.651632333818,5567.5876351071065,317.9158373728,183.7770374819993,-72.93885335332769,681521.9946587102
5,11251.637181614251,5567.5876351071065,324.9081800584735,184.3637704024896,-73.01206755402313,687089.5822938173
6,8057.093229757463,3402.3502352263877,319.99806001076155,140.7211417398609,-49.16967001640421,904158.6944937484
6,8058.34401295006,3402.3502352263877,332.376721721451,141.19313797726872,-49.707710227572015,907561.0447289747
6,8057.34631607343,3402.3502352263877,312.3701249242063,141.20165709622978,-50.10099633018277,910963.394964201
6,8057.45806479128,3402.3502352263877,334.6124209427194,141.0849449293522,-50.57941931202347,914365.7451994274
6,8058.422499308989,3402.3502352263877,299.38230120591754,141.95522426751546,-50.794807965299384,917768.0954346537
6,8058.018982667761,3402.3502352263877,349.3831625901304,140.761172765213,-50.97978700523694,921170.44566988
6,8057.8991499249105,3402.3502352263877,303.9090211694515,139.77376736667114,-50.695648481181635,924572.7959051064
6,8057.037261426507,3402.3502352263877,317.73812176180036,141.1059067234238,-50.461981575526416,927975.1461403327
6,8058.780980207815,3402.3502352263877,324.97945522125497,142.05921050050415,-51.124479379803894,931377.496375559
6,8058.468414872303,3402.3502352263877,305.1618670355716,140.66057639956614,-51.73216967639197,934779.8466107853
6,8058.023300539219,3402.3502352263877,354.4373420356159,140.5813320532151,-52.69624571351032,938182.1968460117
6,8057.684694748629,3402.3502352263877,330.3150404648936,141.23647679547148,-49.53549250096392,941584.547081238
6,8058.2184038974365,3402.3502352263877,301.4255759285784,142.73164364609747,-52.96086271413182,944986.8973164643
6,8057.726391729634,3402.3502352263877,303.9881207783454,141.02095111334324,-50.55190653464188,948389.2475516907
6,8057.851475998471,3402.3502352263877,300.0157865661567,140.43463126545083,-50.85490490244121,951791.597786917
6,8058.633944732713,3402.3502352263877,320.2846039051343,142.26318723245006,-49.850481395933016,955193.9480221433
6,8058.177014711364,3402.3502352263877,302.9826955840042,143.58218563939604,-49.48958296458105,958596.2982573697
6,8058.969681763009,3402.3502352263877,309.8494527842811,140.81978704610623,-51.172517625571615,961998.648492596
6,8057.523838026522,3402.3502352263877,338.9379778338918,139.2940786556353,-49.56283107920787,965400.9987278223
6,8058.242345410796,3402.3502352263877,317.2663167295178,140.84643339647667,-50.7426090246524,968803.3489630487
